For Retail / Manufacturing Industry,,,,,,,,,,,,,,,,,,,,,,,
103,Condensada,,Alaska 206ml,,,,F1,,Alaska 206ml,, 0.17 ,3502,206,0,grams,,," 721,412.00 ", 721412grams , 596.70 ,,,
104,Condensed Milk,,Cowbell,can,375ml,,Annex,,Cowbell/can/375ml,, 0.11 ,28875,375,can,ml,,375ml," 10,828,125.00 ", 10828125ml ," 3,234.00 ", 0.11 ,,
104,Condensed Milk,,Cowbell,can,374ml,,CIP,,Cowbell/can/374ml,, 40.72 ,164,374,can,ml,,," 61,201.36 ", 61201.36ml ," 6,663.42 ",,,
105,Condensed Milk Macapuno,,Jersey,can,390ml,,F1,,Jersey/can/390ml,, 0.14 ,780,390,can,ml,,," 304,200.00 ", 304200ml , 112.80 ,,,
106,Condensed Milk Mango,,Jersey,can,390ml,,CIP,,Jersey/can/390ml,, 62.70 ,1,390,can,ml,,, 390.00 , 390ml , 62.70 ,,,
107,Condensed Milk Ube,,Jersey,can,390ml,,Annex,,Jersey/can/390ml,, 0.14 ,390,390,can,ml,,390ml," 152,100.00 ", 152100ml , 56.40 , 0.14 ,,
108,Confectioner sugar,,Peotraco,box,450grams,,CIP,,Peotraco/box/450grams,, 350.00 ,2,450,box,grams,,, 999.00 , 999grams , 777.00 ,,,
109,Cooked Ham,,CDO,pack,250grams,,CIP,,CDO/pack/250grams,, 69.00 ,21,1,pack,grams,,, 21.00 , 21grams ," 1,449.00 ",,,
110,Cooking Oil,,Happy Fiesta,pouch,1800ml,,Annex,,Happy Fiesta/pouch/1800ml,, 0.01 ,486000,18000,pouch,ml,,18000ml," 8,748,000,000.00 ", 8748000000ml ," 5,775.30 ", 0.01 ,,
110,Cooking Oil,,n/a,,,,F1,,,, 0.12 ,10800,1800,0,ml,,," 19,440,000.00 ", 19440000ml ," 1,283.40 ",,,
111,Cooking Oil - Vegetable,,Freeto,tin can,16kilos,,CIP,,Freeto/tin can/16kilos,, 105.00 ,112,1,tin can,kilos,,, 112.00 , 112kilos ," 11,760.00 ",,,
112,Corn Oil,,gallon,2000ml,,,CIP,,gallon/2000ml,, 227.00 ,1,1,2000ml,ml,,, 1.00 , 1ml , 227.00 ,,,
113,Corned Beef,,Argentina,can,260grams,,CIP,,Argentina/can/260grams,, 55.05 ,8,1,can,grams,,, 8.00 , 8grams , 440.40 ,,,
114,Corned Tuna chilli,,n/a,,,,F1,,,, 27.89 ,48,1,0,grams,,, 48.00 , 48grams ," 1,338.72 ",,,
115,Corned Tuna Plain,,n/a,,,,F1,,,, 27.89 ,48,1,0,pieces,,, 48.00 , 48pieces ," 1,338.72 ",,,
116,Cornstarch,,Superior,pack,1000grams,,Annex,,Superior/pack/1000grams,, 0.06 ,7000,1000,pack,grams,,1000grams," 7,000,000.00 ", 7000000grams , 392.00 , 0.06 ,,
116,Cornstarch,,Superior,pack,1000grams,,CIP,,Superior/pack/1000grams,, 51.40 ,28,1000,pack,grams,,," 28,000.00 ", 28000grams ," 1,439.20 ",,,
116,Cornstarch,,Superior,pack,1000grams,,F1,,Superior/pack/1000grams,, 0.06 ,200,1000,pack,grams,,," 200,000.00 ", 200000grams , 11.20 ,,,
117,Crab and Corn,,Knorr,sachet,37grams,,CIP,,Knorr/sachet/37grams,, 35.90 ,15,1,sachet,grams,,, 15.00 , 15grams , 538.50 ,,,
118,Cracklings Salt & Vinegar,,Oishi,box (50pcsx50grams),,,CIP,,Oishi/box (50pcsx50grams),, 13.56 ,25,1,box (50pcsx50grams),pieces,,, 25.00 , 25pieces , 339.10 ,,,
119,Cream Dory Fish Fillet,,n/a,,,,F1,,,, 0.11 ,10000,1000,0,grams,,," 10,000,000.00 ", 10000000grams ," 1,120.00 ",,,
120,CREAM O CAKE BAR,,CREAM O37G,,,,Annex,,CREAM O37G,, 8.11 ,11,1,0,pieces,,1pieces, 11.00 , 11pieces , 89.21 ,,,
121,CREAM O CRINKLES,,CREAM O 30G,,,,Annex,,CREAM O 30G,, 7.03 ,15,1,0,pieces,,1pieces, 15.00 , 15pieces , 105.45 ,,,
122,Cream of Corn Stye,,Jolly,can,425grams,,Annex,,Jolly/can/425grams,, 0.10 ,2550,425,can,grams,,425grams," 1,083,750.00 ", 1083750grams , 258.00 , 0.10 ,,
122,Cream of Corn Stye,,Mega Prime,can,425grams,,CIP,,Mega Prime/can/425grams,, 43.00 ,17,1,can,grams,,, 17.00 , 17grams , 731.00 ,,,
122,Cream of Corn Stye,,n/a,,,,F1,,,, 0.14 ,2125,425,0,grams,,," 903,125.00 ", 903125grams , 290.00 ,,,
123,Cream of Mushroom,,Knorr,sachet,62grams,,Annex,,Knorr/sachet/62grams,, 0.84 ,930,62,sachet,grams,,62grams," 57,660.00 ", 57660grams , 780.00 , 0.84 ,,
123,Cream of Mushroom,,Knorr,sachet,62grams,,CIP,,Knorr/sachet/62grams,, 52.60 ,22,1,sachet,grams,,, 22.00 , 22grams ," 1,157.20 ",,,
124,Cream- O Vanilla,,Jack n Jill,pack (10pcsx33grams),,,Annex,,Jack n Jill/pack (10pcsx33grams),, 7.07 ,13,1,pack (10pcsx33grams),pieces,,1pieces, 13.00 , 13pieces , 91.91 ,,,
125,Cream-O Choco,,ZEST-O Big 250,box (10x250ml),,,Annex,,ZEST-O Big 250/box (10x250ml),, 9.74 ,7,1,box (10x250ml),pieces,,1pieces, 7.00 , 7pieces , 68.18 , 9.74 ,,
125,Cream-O Choco,,Jack n Jill,pack (10pcsx33grams),,,Annex,,Jack n Jill/pack (10pcsx33grams),, 8.86 ,15,1,pack (10pcsx33grams),pieces,,1pieces, 15.00 , 15pieces , 132.90 ,,,
125,Cream-O Choco,,Jack n Jill,pack (10pcsx33grams),,,CIP,,Jack n Jill/pack (10pcsx33grams),, 6.59 ,147,1,pack (10pcsx33grams),pieces,,, 147.00 , 147pieces , 968.73 ,,,
125,Cream-O Choco,,n/a,,,,F1,,,, 8.21 ,38,10,0,pieces,,, 380.00 , 380pieces , 311.98 ,,,
126,Cream-O Choco Chips,,n/a,,,,F1,,,, 9.40 ,18,10,0,pieces,,, 180.00 , 180pieces , 169.20 ,,,
127,Cream-O Crinkles,,Jack n Jill,pack (10x30grams),,,CIP,,Jack n Jill/pack (10x30grams),, 6.00 ,410,1,pack (10x30grams),pieces,,, 410.00 , 410pieces ," 2,460.00 ",,,
128,Cream-O Vanilla,,Jack n Jill,pack (10pcsx30grams),,,CIP,,Jack n Jill/pack (10pcsx30grams),, 7.87 ,497,1,pack (10pcsx30grams),pieces,,, 497.00 , 497pieces ," 3,911.39 ",,,
128,Cream-O Vanilla,,n/a,,,,F1,,,, 7.87 ,65,10,0,pieces,,, 650.00 , 650pieces , 511.55 ,,,
129,Creamy White,,Great Taste,pack (pcsx26grams),,,CIP,,Great Taste/pack (pcsx26grams),, 8.34 ,167,1,pack (pcsx26grams),pieces,,, 167.00 , 167pieces ," 1,392.78 ",,,
130,Crispy fry,,n/a,,,,F1,,,, 0.34 ,676,238,0,grams,,," 160,888.00 ", 160888grams , 232.91 ,,,
131,Crispy Fry Breadcrumbs,,Ajinomoto,pack,62grams,,Annex,,Ajinomoto/pack/62grams,, 0.27 ,248,62,pack,grams,,62grams," 15,376.00 ", 15376grams , 66.80 , 0.27 ,,
132,Crushed Graham,,My San,pack,200grams,,Annex,,My San/pack/200grams,, 0.24 ,200,200,pack,grams,,200grams," 40,000.00 ", 40000grams , 47.00 , 0.24 ,,
133,Cumin Powder,,Robinson ,pack,20grams,,CIP,,Robinson /pack/20grams,, 18.25 ,2,1,pack,grams,,, 2.00 , 2grams , 36.50 ,,,
133,Cumin Powder,,n/a,,,,F1,,,, 0.91 ,40,20,0,grams,,, 800.00 , 800grams , 36.50 ,,,
134,Cup Cake Holder,,Cupcake Holder,,,,CIP,,Cupcake Holder,, 1.25 ,300,1,0,pieces,,, 300.00 , 300pieces , 375.00 ,,,
135,Cup-Noodles Chicken Sotanghon,,Lucky Me,box (48pcsx40grams),,,CIP,,Lucky Me/box (48pcsx40grams),, 24.94 ,48,1,box (48pcsx40grams),pieces,,, 48.00 , 48pieces ," 1,197.12 ",,,
136,Cup-Noodles Jjamppong,,Lucky Me,box (48pcsx40grams),,,CIP,,Lucky Me/box (48pcsx40grams),, 24.77 ,48,1,box (48pcsx40grams),pieces,,, 48.00 , 48pieces ," 1,188.96 ",,,
137,Curry Bar,,bar,1000grams,,,CIP,,bar/1000grams,, 220.00 ,2,1,1000grams,grams,,, 2.00 , 2grams , 440.00 ,,,
138,Curry Powder,,Mama,canister,1000grams,,Annex,,Mama/canister/1000grams,, 0.22 ,1000,1000,canister,grams,,1000grams," 1,000,000.00 ", 1000000grams , 220.00 , 0.22 ,,
138,Curry Powder,,S8 Greatbuy,pack,30grams,,Annex,,S8 Greatbuy/pack/30grams,, 1.06 ,150,30,pack,grams,,30grams," 4,500.00 ", 4500grams , 159.00 , 1.06 ,,
138,Curry Powder,,Pure Basic,pack,50grams,,CIP,,Pure Basic/pack/50grams,, 113.00 ,7,1,pack,grams,,, 7.00 , 7grams , 791.00 ,,,
139,Dashi,,Marutomo,,,,CIP,,Marutomo,, 450.00 ,1,1,0,grams,,, 1.00 , 1grams , 450.00 ,,,
139,Dashi,,n/a,,,,F1,,,, 0.56 ,500,500,0,grams,,," 250,000.00 ", 250000grams , 280.00 ,,,
140,Dewberry Blueberry,,Jack n Jill,pack (10x33 grams),,,CIP,,Jack n Jill/pack (10x33 grams),, 7.15 ,400,1,pack (10x33 grams),pieces,,, 400.00 , 400pieces ," 2,860.00 ",,,
141,Dewberry Cakeberry,,Jack n Jill,pack (10pcsx,2grams),,Annex,,Jack n Jill/pack (10pcsx/2grams),, 7.26 ,19,1,pack (10pcsx,pieces,,1pieces, 19.00 , 19pieces , 137.94 ,,,
141,Dewberry Cakeberry,,Jack n Jill,pack (10pcsx,2grams),,CIP,,Jack n Jill/pack (10pcsx/2grams),, 7.89 ,440,1,pack (10pcsx,pieces,,, 440.00 , 440pieces ," 3,471.60 ",,,
142,Dishwashing Liquid,,Quinriv,,,,CIP,,Quinriv,, 309.00 ,16,1,0,gal,,, 16.00 , 16gal ," 4,944.00 ",,,
143,Dried Dilis,,n/a,,,,F1,,,, 0.32 ,1300,1000,0,grams,,," 1,300,000.00 ", 1300000grams , 416.00 ,,,
144,Dried Mushroom,,pack,1000grams,,,Annex,,pack/1000grams,, 0.63 ,250,1000,1000grams,grams,,1000grams," 250,000.00 ", 250000grams , 156.25 ,,,
144,Dried Mushroom,,n/a,,,,F1,,,, 0.35 ,100,1000,0,grams,,," 100,000.00 ", 100000grams , 35.00 ,,,
145,Dulong,,100grams per pc,,,,Annex,,100grams per pc,, 0.18 ,10000,1000,0,grams,,1000grams," 10,000,000.00 ", 10000000grams ," 1,800.00 ",,,
146,Dutchmill Yogurt Orange,,n/a,,,,F1,,,, 19.53 ,4,4,0,pieces,,, 16.00 , 16pieces , 78.10 ,,,
147,Dutchmill Yogurt Strawberry,,n/a,,,,F1,,,, 19.53 ,4,4,0,pieces,,, 16.00 , 16pieces , 78.10 ,,,
148,eco sun,,n/a,,,,F1,,,, 656.00 ,17,1,0,gal,,, 17.00 , 17gal ," 11,152.00 ",,,
149,Egg,,Mr Brown,bottle,350ml,,Annex,,Mr Brown/bottle/350ml,, 0.24 ,350,350,bottle,ml,,350ml," 122,500.00 ", 122500ml , 85.00 , 0.24 ,,
149,Egg,,Small,tray,,,Annex,,Small/tray,, 6.80 ,3570,1,tray,pieces,,1pieces," 3,570.00 ", 3570pieces ," 24,276.00 ",,,
149,Egg,,Small,tray,,,CIP,,Small/tray,, 6.83 ,5370,1,tray,pieces,,," 5,370.00 ", 5370pieces ," 36,677.10 ",,,
149,Egg,,n/a,,,,F1,,,, 7.67 ,1485,30,0,pieces,,," 44,550.00 ", 44550pieces ," 11,385.00 ",,,
150,Energen Champion,,n/a,,,,F1,,,, 9.10 ,47,1,0,pieces,,, 47.00 , 47pieces , 427.70 ,,,
151,Energen Choco,,Energen,pack (pcsx40grams),,,Annex,,Energen/pack (pcsx40grams),, 8.51 ,19,1,pack (pcsx40grams),pieces,,1pieces, 19.00 , 19pieces , 161.69 , 8.51 ,,
151,Energen Choco,,n/a,,,,F1,,,, 8.70 ,86,1,0,pieces,,, 86.00 , 86pieces , 748.20 ,,,
152,Energen Chocolate,,n/a,,,,F1,,,, 8.70 ,60,1,0,pieces,,, 60.00 , 60pieces , 522.00 ,,,
153,Energen Vanilla,,Energen,pack (pcsx40grams),,,Annex,,Energen/pack (pcsx40grams),, 8.51 ,124,1,pack (pcsx40grams),pieces,,1pieces, 124.00 , 124pieces ," 1,055.24 ", 8.51 ,,
153,Energen Vanilla,,Energen,pack (pcsx40grams),,,CIP,,Energen/pack (pcsx40grams),, 8.51 ,126,1,pack (pcsx40grams),pieces,,, 126.00 , 126pieces ," 1,072.26 ",,,
153,Energen Vanilla,,n/a,,,,F1,,,, 8.70 ,71,1,0,pieces,,, 71.00 , 71pieces , 617.70 ,,,
154,Evaporated Milk,,Alaska,can,360ml,,Annex,,Alaska/can/360ml,, 0.09 ,34920,360,can,ml,,360ml," 12,571,200.00 ", 12571200ml ," 3,256.29 ", 0.09 ,,
154,Evaporated Milk,,Cowbell,can,360ml,,CIP,,Cowbell/can/360ml,, 29.63 ,192,360,can,ml,,," 69,022.80 ", 69022.8ml ," 5,680.96 ",,,
154,Evaporated Milk,,Alaska,can,360ml,,F1,,Alaska/can/360ml,, 0.09 ,7560,360,can,ml,,," 2,721,600.00 ", 2721600ml , 704.97 ,,,
154,Evaporated Milk,,Alaska,tetrapack,1liter,,F1,,Alaska/tetrapack/1liter,, 0.09 ,4000,1000,tetrapack,ml,,," 4,000,000.00 ", 4000000ml , 360.40 ,,,
154,Evaporated Milk,,Healthy cow,can,370ml,,F1,,Healthy cow/can/370ml,, 0.15 ,370,360,can,ml,,," 133,200.00 ", 133200ml , 55.60 ,,,
155,Fish ball,,Shanghai,pack,250grams,,CIP,,Shanghai/pack/250grams,, 80.00 ,12,1,pack,grams,,, 12.00 , 12grams , 960.00 ,,,
156,Fish Sauce,,Ticman,gallon,3500ml,,CIP,,Ticman/gallon/3500ml,, 73.00 ,12,1,gallon,gal,,, 12.00 , 12gal , 876.00 ,,,
156,Fish Sauce,,n/a,,,,F1,,,, 73.00 ,8,1,0,gal,,, 8.00 , 8gal , 584.00 ,,,
157,Fishda,,Oishibox(pcsx90grams),,,,CIP,,Oishibox(pcsx90grams),, 20.54 ,7,1,0,pieces,,, 7.00 , 7pieces , 143.78 ,,,
158,Fit n Right Burn Pineapple,,Del Monte,box (24x320ml),,,Annex,,Del Monte/box (24x320ml),, 26.25 ,20,1,box (24x320ml),pieces,,1pieces, 20.00 , 20pieces , 525.00 , 26.25 ,,
158,Fit n Right Burn Pineapple,,Del Monte,box (24x320ml),,,CIP,,Del Monte/box (24x320ml),, 26.16 ,30,1,box (24x320ml),pieces,,, 30.00 , 30pieces , 784.80 ,,,
159,Fita Crackers,,MY Sac,pck,10,30g,Annex,,MY Sac/pck/10/30g,, 5.59 ,170,1,pck,pieces,,1pieces, 170.00 , 170pieces , 950.30 ,,,
160,Fita Crackers Plain,,M.Y Sanpack (10x30grams),,,,CIP,,M.Y Sanpack (10x30grams),, 5.59 ,480,1,0,pieces,,, 480.00 , 480pieces ," 2,683.20 ",,,
161,Food Color,,Hyco,bottle,454grams,,Annex,,Hyco/bottle/454grams,, 1.16 ,125,125,bottle,grams,,125grams," 15,625.00 ", 15625grams , 145.00 , 1.16 ,,
162,Food Flavoring-Cheese Powder,,Good Foods,100grams,pack,,F1,,Good Foods/100grams/pack,, 0.41 ,300,100,100grams,grams,,," 30,000.00 ", 30000grams , 121.50 ,,,
163,Freshmilk,,n/a,,,,F1,,,, 181.39 ,24,1,0,pieces,,, 24.00 , 24pieces ," 4,353.36 ",,,
164,Fruit Cocktail,,Today's,can,836grams,422drainedweight,Annex,,Today's/can/836grams/422drainedweight,, 0.21 ,422,422,can,grams,,422grams," 178,084.00 ", 178084grams , 86.60 , 0.21 ,,
164,Fruit Cocktail,,Today's,can,3033grams,,CIP,,Today's/can/3033grams,, 253.33 ,2,1,can,grams,,, 2.00 , 2grams , 506.66 ,,,
164,Fruit Cocktail,,n/a,,,,F1,,,, 0.16 ,3104,1552,0,grams,,," 4,817,408.00 ", 4817408grams , 506.66 ,,,
165,Fruit Dalandan,,n/a,,,,F1,,,, 0.96 ,60,24,0,pieces,,," 1,440.00 ", 1440pieces , 57.50 ,,,
166,Fruit Kalamansi,,n/a,,,,F1,,,, 0.96 ,49,24,0,pieces,,," 1,176.00 ", 1176pieces , 46.96 ,,,
167,Fruit Soda Orange,,n/a,,,,F1,,,, 10.72 ,41,1,0,pieces,,, 41.00 , 41pieces , 439.52 ,,,
168,Fruitti Apple,,n/a,,,,F1,,,, 8.64 ,54,48,0,pieces,,," 2,592.00 ", 2592pieces , 466.56 ,,,
169,Fudge Bar - Macapuno,,Suncrest Food,pack (10pcsx41grams),,,CIP,,Suncrest Food/pack (10pcsx41grams),, 7.51 ,320,1,pack (10pcsx41grams),pieces,,, 320.00 , 320pieces ," 2,403.20 ",,,
170,Fussili Gourmet,,n/a,,,,F1,,,, 0.21 ,500,500,0,grams,,," 250,000.00 ", 250000grams , 105.00 ,,,
171,Garbanzos,,Ram,can,450grams,,Annex,,Ram/can/450grams,, 0.10 ,1350,450,can,drained weight grams,,450drained weight grams," 607,500.00 ", 607500drained weight grams , 141.60 , 0.10 ,,
171,Garbanzos,,Ram,can,450grams,,CIP,,Ram/can/450grams,, 47.20 ,1,1,can,drained weight grams,,, 1.00 , 1drained weight grams , 47.20 ,,,
171,Garbanzos,,n/a,,,,F1,,,, 0.24 ,791,113,0,grams,,," 89,383.00 ", 89383grams , 190.40 ,,,
172,Garlic,,Fresh,,,,CIP,,Fresh,, 143.00 ,2,1,0,grams,,, 2.00 , 2grams , 286.00 ,,,
173,Garlic Peanut,,Growers,box (24pcsx80grams),,,CIP,,Growers/box (24pcsx80grams),, 65.44 ,24,1,box (24pcsx80grams),pieces,,, 24.00 , 24pieces ," 1,570.56 ",,,
174,Garlic Powder,,Sure buy,pack,30grams,,CIP,,Sure buy/pack/30grams,, 20.25 ,2,1,pack,grams,,, 2.00 , 2grams , 40.50 ,,,
175,Gatorade (asstd flavor),,Pepsi,case (24x500ml),,,CIP,,Pepsi/case (24x500ml),, 33.62 ,69,1,case (24x500ml),pieces,,, 69.00 , 69pieces ," 2,319.78 ",,,
176,General Sanitizer,,n/a,,,,F1,,,, 342.00 ,1,1,0,gal,,, 1.00 , 1gal , 342.00 ,,,
177,Ginger,,Fresh,,,,CIP,,Fresh,, 130.00 ,3,1,0,grams,,, 3.00 , 3grams , 390.00 ,,,
178,Giniling,,n/a,,,,F1,,,, 0.17 ,750,250,0,grams,,," 187,500.00 ", 187500grams , 124.80 ,,,
179,Glutinous Rice Flour,,Polar Bear,pack,500grams,,Annex,,Polar Bear/pack/500grams,, 0.12 ,2000,500,pack,grams,,500grams," 1,000,000.00 ", 1000000grams , 230.00 , 0.12 ,,
179,Glutinous Rice Flour,,Kings,pack,500grams,,Annex,,Kings/pack/500grams,, 0.19 ,3000,500,pack,grams,,500grams," 1,500,000.00 ", 1500000grams , 570.00 , 0.19 ,,
179,Glutinous Rice Flour,,Polar Bear,pack,500grams,,CIP,,Polar Bear/pack/500grams,, 57.50 ,2,500,pack,grams,,," 1,000.00 ", 1000grams , 115.00 ,,,
180,Goto,,n/a,,,,F1,,,, 186.00 ,20,1,0,kilos,,, 20.00 , 20kilos ," 3,720.00 ",,,
181,Goya Chocolate Big,,n/a,,,,F1,,,, 177.40 ,2,1,0,pieces,,, 2.00 , 2pieces , 354.80 ,,,
182,Goya Chocolate small,,n/a,,,,F1,,,, 118.00 ,3,1,0,pieces,,, 3.00 , 3pieces , 354.00 ,,,
183,Graham Crackers,,M.Y San,pack (210grams),,,CIP,,M.Y San/pack (210grams),, 41.90 ,15,1,pack (210grams),pieces,,, 15.00 , 15pieces , 628.50 ,,,
183,Graham Crackers,,n/a,,,,F1,,,, 41.90 ,9,1,0,pieces,,, 9.00 , 9pieces , 377.10 ,,,
184,Graham Crushed,,M.Y San,pack (200grams),,,Annex,,M.Y San/pack (200grams),, 41.20 ,1,1,pack (200grams),pieces,,1pieces, 1.00 , 1pieces , 41.20 ,,,
184,Graham Crushed,,M.Y San,pack (200grams),,,CIP,,M.Y San/pack (200grams),, 47.30 ,5,1,pack (200grams),pieces,,, 5.00 , 5pieces , 236.50 ,,,
185,Grass Jelly,,Jolly,can,540grams,,Annex,,Jolly/can/540grams,, 0.09 ,1080,540,can,grams,,540grams," 583,200.00 ", 583200grams , 102.00 , 0.09 ,,
185,Grass Jelly,,n/a,,,,F1,,,, 0.10 ,1620,540,0,grams,,," 874,800.00 ", 874800grams , 156.00 ,,,
186,Great taste - White,,Great Taste,pack (10pcsx30grams),,,Annex,,Great Taste/pack (10pcsx30grams),, 7.72 ,314,1,pack (10pcsx30grams),pieces,,1pieces, 314.00 , 314pieces ," 2,424.08 ", 7.72 ,,
186,Great Taste - White,,n/a,,,,F1,,,, 7.90 ,30,10,0,pieces,,, 300.00 , 300pieces , 237.00 ,,,
188,Green Tea,,Lipton,box (pcsx1.5grams),,,CIP,,Lipton/box (pcsx1.5grams),, 8.59 ,12,14,box (pcsx1.5grams),pieces,,, 168.00 , 168pieces , 103.08 ,,,
188,Green Tea,,n/a,,,,F1,,,, 34.06 ,50,14,0,pieces,,, 700.00 , 700pieces ," 1,702.86 ",,,
189,Ground Pepper,,n/a,,,,F1,,,, 1.97 ,30,30,0,grams,,, 900.00 , 900grams , 59.00 ,,,
190,Gulaman - Buko Pandan,,Mr Gulaman,box,(10sachetx25grams),,Annex,,Mr Gulaman/box/(10sachetx25grams),, 0.51 ,600,25,box,grams,,25grams," 15,000.00 ", 15000grams , 303.36 , 0.51 ,,
191,Gulaman - Coffee,,Mr Gulaman,box,(10sachetx25grams),,Annex,,Mr Gulaman/box/(10sachetx25grams),, 0.51 ,200,25,box,grams,,25grams," 5,000.00 ", 5000grams , 102.56 , 0.51 ,,
192,Gulaman - Green,,Mr Gulaman,box,(10sachetx25grams),,CIP,,Mr Gulaman/box/(10sachetx25grams),, 14.00 ,10,25,box,grams,,, 250.00 , 250grams , 140.00 ,,,
192,Gulaman - Green,,Mr Gulaman,box,(10sachetx25grams),,F1,,Mr Gulaman/box/(10sachetx25grams),, 1.28 ,24,10,box, grams,,, 240.00 , 240grams , 30.77 ,,,
193,Gulaman - Mango,,Mr Gulaman,box,(10sachetx25grams),,CIP,,Mr Gulaman/box/(10sachetx25grams),, 14.00 ,20,25,box,grams,,, 500.00 , 500grams , 280.00 ,,,
194,Gulaman - Red,,Mr Gulaman,box,(10sachetx25grams),,CIP,,Mr Gulaman/box/(10sachetx25grams),, 14.00 ,5,25,box,grams,,, 125.00 , 125grams , 70.00 ,,,
194,Gulaman - Red,,Mr Gulaman,box,(10sachetx25grams),,F1,,Mr Gulaman/box/(10sachetx25grams),, 12.55 ,10,10,box,grams,,, 100.00 , 100grams , 125.50 ,,,
195,Gulaman - White,,Mr Gulaman,box,(10sachetx25grams),,CIP,,Mr Gulaman/box/(10sachetx25grams),, 14.00 ,20,25,box,grams,,, 500.00 , 500grams , 280.00 ,,,
195,Gulaman - White,,Mr Gulaman,box,(10sachetx25grams),,F1,,Mr Gulaman/box/(10sachetx25grams),, 12.55 ,44,10,box,grams,,, 440.00 , 440grams , 552.20 ,,,
196,Gulaman - Yellow,,Mr Gulaman,box,(10sachetx25grams),,F1,,Mr Gulaman/box/(10sachetx25grams),, 5.23 ,12,24,box, grams,,, 288.00 , 288grams , 62.75 ,,,
197,Guyabano Juice,,ZEST-O Big 250,box (10x250ml),,,CIP,,ZEST-O Big 250/box (10x250ml),, 8.86 ,190,1,box (10x250ml),pieces,,, 190.00 , 190pieces ," 1,683.40 ",,,
198,Hand Gloves,,My Eveyday ( 1 X 100 ),,,,CIP,,My Eveyday ( 1 X 100 ),, 49.00 ,20,1,0,pieces,,, 20.00 , 20pieces , 980.00 ,,,
199,Hand Sanitizer,,n/a,,,,F1,,,, 607.00 ,1,1,0,gal,,, 0.50 , 0.5gal , 303.50 ,,,
200,Hansel Cracker - Plain,,Rebisco,pack (10pcsx32grams),,,CIP,,Rebisco/pack (10pcsx32grams),, 5.80 ,600,1,pack (10pcsx32grams),pieces,,, 600.00 , 600pieces ," 3,480.00 ",,,
201,Hansel Crackers - Milk,,Rebisco,pack (10pcsx31grams),,,CIP,,Rebisco/pack (10pcsx31grams),, 5.79 ,200,1,pack (10pcsx31grams),pieces,,, 200.00 , 200pieces ," 1,158.00 ",,,
202,Hansel Crackers - Mocha,,Rebisco,pack (10pcsx31grams),,,CIP,,Rebisco/pack (10pcsx31grams),, 5.79 ,220,1,pack (10pcsx31grams),pieces,,, 220.00 , 220pieces ," 1,273.80 ",,,
203,Hany Milk,,n/a,,,,F1,,,, 0.06 ,785,24,0,packs,,," 18,840.00 ", 18840packs , 50.37 ,,,
204,Hello Panda Caramel,,n/a,,,,F1,,,, 5.12 ,5,1,0,pieces,,, 5.00 , 5pieces , 25.60 ,,,
205,Hello Wafer Strawberry,,Jack n Jill,pack (10pcsX15grams),,,CIP,,Jack n Jill/pack (10pcsX15grams),, 6.56 ,28,1,pack (10pcsX15grams),pieces,,, 28.00 , 28pieces , 183.68 ,,,
206,Hi-ho,,n/a,,,,F1,,,, 14.20 ,2,50,0,pieces,,, 100.00 , 100pieces , 28.41 ,,,
207,Hipon ( 30 ),,n/a,,,,F1,,,, 0.52 ,1000,1000,0,grams,,," 1,000,000.00 ", 1000000grams , 520.00 ,,,
208,Hiro,,Fibisco,pack (10pcsx33grams),,,Annex,,Fibisco/pack (10pcsx33grams),, 6.06 ,100,1,pack (10pcsx33grams),pieces,,1pieces, 100.00 , 100pieces , 606.00 ,,,
208,Hiro,,Fibisco,pack (10pcsx33grams),,,CIP,,Fibisco/pack (10pcsx33grams),, 6.00 ,261,1,pack (10pcsx33grams),pieces,,, 261.00 , 261pieces ," 1,566.00 ",,,
208,Hiro,,n/a,,,,F1,,,, 6.19 ,80,10,0,pieces,,, 800.00 , 800pieces , 495.20 ,,,
209,Honey Butter,,Rebisco,pack (10pcsx32grams),,,CIP,,Rebisco/pack (10pcsx32grams),, 5.80 ,200,1,pack (10pcsx32grams),pieces,,, 200.00 , 200pieces ," 1,160.00 ",,,
210,Hotcake Mix,,Maya,box,500grams,,CIP,,Maya/box/500grams,, 56.20 ,1,500,box,grams,,, 500.00 , 500grams , 56.20 ,,,
211,Hotdog Jumbo,,Purefoods,pack,1000grams,,CIP,,Purefoods/pack/1000grams,, 181.00 ,6,1,pack,grams,,, 5.60 , 5.6grams ," 1,013.60 ",,,
212,Hotdog King Size,,Purefoods,pack,1000grams,,Annex,,Purefoods/pack/1000grams,, 0.17 ,24000,"1,000",pack,grams,,1000grams," 24,000,000.00 ", 24000000grams ," 4,104.00 ", 0.17 ,,
213,Instant Oats,,Australia Harvest,pack,1000grams,,F1,,Australia Harvest/pack/1000grams,, 0.14 ,600,1000,pack,grams,,," 600,000.00 ", 600000grams , 84.51 ,,,
214,Italian Spaghetti Sauce,,Del Monte,pack,900grams,,Annex,,Del Monte/pack/900grams,, 0.10 ,1800,900,pack,grams,,900grams," 1,620,000.00 ", 1620000grams , 180.60 , 0.10 ,,
215,Jamonila,,Tulip,can,24pcsx340 grams,,Annex,,Tulip/can/24pcsx340 grams,, 0.48 ,11560,340,can,grams,,340grams," 3,930,400.00 ", 3930400grams ," 5,603.54 ", 0.48 ,,
